satellite_name,cospar_id,norad_id,object_type,status_code,owner_code,launch_date,launch_site,decay_date,period_min,inclination_deg,apogee_km,perigee_km,radar_cross_section,data_status_code,orbit_center,orbit_type,age_years,avg_altitude_km,orbit_class
STARLINK-34854,2025-189Q,65337,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34751,2025-189R,65338,PAY,+,US,2025-08-27,AFETR,,94.1,53.16,476.0,475.0,,,EA,ORB,0.6187542778918549,475.5,LEO
STARLINK-34777,2025-189S,65339,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-35020,2025-189T,65340,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-35016,2025-189U,65341,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-35092,2025-189V,65342,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6187542778918549,475.5,LEO
STARLINK-34838,2025-189W,65343,PAY,+,US,2025-08-27,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-35088,2025-189X,65344,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34831,2025-189Y,65345,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34873,2025-189Z,65346,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6187542778918549,475.5,LEO
STARLINK-34881,2025-189AA,65347,PAY,+,US,2025-08-27,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34859,2025-189AB,65348,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34895,2025-189AC,65349,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34892,2025-189AD,65350,PAY,+,US,2025-08-27,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6187542778918549,475.0,LEO
STARLINK-34244,2025-190A,65351,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34716,2025-190B,65352,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34828,2025-190C,65353,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6160164271047228,475.5,LEO
STARLINK-34785,2025-190D,65354,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34823,2025-190E,65355,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34680,2025-190F,65356,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34860,2025-190G,65357,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34782,2025-190H,65358,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34760,2025-190J,65359,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34826,2025-190K,65360,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34800,2025-190L,65361,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34817,2025-190M,65362,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34797,2025-190N,65363,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34729,2025-190P,65364,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34710,2025-190Q,65365,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34943,2025-190R,65366,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34946,2025-190S,65367,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6160164271047228,475.5,LEO
STARLINK-34259,2025-190T,65368,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34913,2025-190U,65369,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34870,2025-190V,65370,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,475.0,475.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34869,2025-190W,65371,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34903,2025-190X,65372,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34891,2025-190Y,65373,PAY,+,US,2025-08-28,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34900,2025-190Z,65374,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6160164271047228,475.5,LEO
STARLINK-34305,2025-190AA,65375,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6160164271047228,475.5,LEO
STARLINK-34249,2025-190AB,65376,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34879,2025-190AC,65377,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34912,2025-190AD,65378,PAY,+,US,2025-08-28,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6160164271047228,475.0,LEO
STARLINK-34985,2025-191A,65379,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35051,2025-191B,65380,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35028,2025-191C,65381,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35032,2025-191D,65382,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,552.0,547.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35054,2025-191E,65383,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35012,2025-191F,65384,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,552.0,547.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35073,2025-191G,65385,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35066,2025-191H,65386,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34703,2025-191J,65387,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34957,2025-191K,65388,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34993,2025-191L,65389,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35083,2025-191M,65390,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34786,2025-191N,65391,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35082,2025-191P,65392,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35097,2025-191Q,65393,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35058,2025-191R,65394,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,552.0,547.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-35094,2025-191S,65395,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34811,2025-191T,65396,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34940,2025-191U,65397,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34931,2025-191V,65398,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34836,2025-191W,65399,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34876,2025-191X,65400,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,550.0,549.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34909,2025-191Y,65401,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.6105407255304586,549.5,LEO
STARLINK-34848,2025-191Z,65402,PAY,+,US,2025-08-30,AFWTR,,95.64,97.6,550.0,549.0,,,EA,ORB,0.6105407255304586,549.5,LEO
LEMUR-2-LUCILLE-ROSE,2025-135BV,65403,PAY,+,US,2025-06-23,AFWTR,,96.05,97.76,577.0,562.0,,,EA,ORB,0.7967145790554415,569.5,LEO
STARLINK-35031,2025-192A,65404,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34830,2025-192B,65405,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35036,2025-192C,65406,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35035,2025-192D,65407,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6078028747433265,475.5,LEO
STARLINK-35008,2025-192E,65408,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35022,2025-192F,65409,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35024,2025-192G,65410,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,477.0,474.0,,,EA,ORB,0.6078028747433265,475.5,LEO
STARLINK-34983,2025-192H,65411,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34992,2025-192J,65412,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,477.0,474.0,,,EA,ORB,0.6078028747433265,475.5,LEO
STARLINK-35003,2025-192K,65413,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34238,2025-192M,65415,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34855,2025-192N,65416,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6078028747433265,475.5,LEO
STARLINK-34255,2025-192P,65417,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34997,2025-192Q,65418,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35085,2025-192R,65419,PAY,+,US,2025-08-31,AFETR,,94.16,53.16,479.0,477.0,,,EA,ORB,0.6078028747433265,478.0,LEO
STARLINK-35138,2025-192S,65420,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35146,2025-192T,65421,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35074,2025-192U,65422,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34837,2025-192V,65423,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34670,2025-192W,65424,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35095,2025-192X,65425,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34883,2025-192Y,65426,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-34916,2025-192Z,65427,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,477.0,474.0,,,EA,ORB,0.6078028747433265,475.5,LEO
STARLINK-35004,2025-192AA,65428,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35014,2025-192AB,65429,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.6078028747433265,475.5,LEO
STARLINK-35025,2025-192AC,65430,PAY,+,US,2025-08-31,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
STARLINK-35034,2025-192AD,65431,PAY,+,US,2025-08-31,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.6078028747433265,475.0,LEO
OFEQ 19,2025-193A,65432,PAY,+,ISRA,2025-09-02,YAVNE,,,,,,,NEA,EA,ORB,0.6023271731690623,,UNKNOWN
STARLINK-35142,2025-194A,65434,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34978,2025-194B,65435,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,550.0,549.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35043,2025-194C,65436,PAY,+,US,2025-09-03,AFWTR,,95.92,97.6,565.0,561.0,,,EA,ORB,0.5995893223819302,563.0,LEO
STARLINK-35080,2025-194D,65437,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,549.0,,,EA,ORB,0.5995893223819302,550.0,LEO
STARLINK-35068,2025-194E,65438,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35045,2025-194F,65439,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35050,2025-194G,65440,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35065,2025-194H,65441,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34679,2025-194J,65442,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34678,2025-194K,65443,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35049,2025-194L,65444,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35029,2025-194M,65445,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,550.0,549.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34991,2025-194N,65446,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34920,2025-194P,65447,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35030,2025-194Q,65448,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35009,2025-194R,65449,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34970,2025-194S,65450,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35039,2025-194T,65451,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35084,2025-194U,65452,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34988,2025-194V,65453,PAY,+,US,2025-09-03,AFWTR,,95.92,97.6,565.0,561.0,,,EA,ORB,0.5995893223819302,563.0,LEO
STARLINK-35059,2025-194W,65454,PAY,+,US,2025-09-03,AFWTR,,95.92,97.6,565.0,561.0,,,EA,ORB,0.5995893223819302,563.0,LEO
STARLINK-34728,2025-194X,65455,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35005,2025-194Y,65456,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-35076,2025-194Z,65457,PAY,+,US,2025-09-03,AFWTR,,95.64,97.6,551.0,548.0,,,EA,ORB,0.5995893223819302,549.5,LEO
STARLINK-34784,2025-195A,65458,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,475.0,,,EA,ORB,0.5995893223819302,475.5,LEO
STARLINK-34867,2025-195B,65459,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,475.0,,,EA,ORB,0.5995893223819302,475.5,LEO
STARLINK-34850,2025-195C,65460,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35159,2025-195D,65461,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35180,2025-195E,65462,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.5995893223819302,475.5,LEO
STARLINK-35111,2025-195F,65463,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35107,2025-195G,65464,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35169,2025-195H,65465,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35027,2025-195J,65466,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34816,2025-195K,65467,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35033,2025-195L,65468,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34924,2025-195M,65469,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34829,2025-195N,65470,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34888,2025-195P,65471,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34799,2025-195Q,65472,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34762,2025-195R,65473,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34998,2025-195S,65474,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-34832,2025-195T,65475,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35098,2025-195U,65476,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35071,2025-195V,65477,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.5995893223819302,475.5,LEO
STARLINK-35093,2025-195W,65478,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35096,2025-195X,65479,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35040,2025-195Y,65480,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35042,2025-195Z,65481,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35038,2025-195AA,65482,PAY,+,US,2025-09-03,AFETR,,94.1,53.16,476.0,475.0,,,EA,ORB,0.5995893223819302,475.5,LEO
STARLINK-35037,2025-195AB,65483,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
STARLINK-35089,2025-195AC,65484,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,477.0,474.0,,,EA,ORB,0.5995893223819302,475.5,LEO
STARLINK-35143,2025-195AD,65485,PAY,+,US,2025-09-03,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5995893223819302,475.0,LEO
SHIYAN-29,2025-196A,65486,PAY,+,PRC,2025-09-05,XICLF,,1436.01,28.75,35827.0,35743.0,,,EA,ORB,0.5941136208076659,35785.0,GEO
OBJECT A,2025-197A,65488,PAY,+,PRC,2025-09-05,JSC,,95.37,97.41,545.0,528.0,,,EA,ORB,0.5941136208076659,536.5,LEO
OBJECT B,2025-197B,65489,PAY,+,PRC,2025-09-05,JSC,,94.57,97.41,506.0,490.0,,,EA,ORB,0.5941136208076659,498.0,LEO
OBJECT C,2025-197C,65490,PAY,+,PRC,2025-09-05,JSC,,94.49,97.41,503.0,485.0,,,EA,ORB,0.5941136208076659,494.0,LEO
STARLINK-35226,2025-198A,65492,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35242,2025-198B,65493,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35223,2025-198C,65494,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-34446,2025-198D,65495,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35212,2025-198E,65496,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-34455,2025-198F,65497,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.5941136208076659,475.5,LEO
STARLINK-35203,2025-198G,65498,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35166,2025-198H,65499,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35207,2025-198J,65500,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35140,2025-198K,65501,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35114,2025-198L,65502,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35126,2025-198M,65503,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.5941136208076659,475.5,LEO
STARLINK-35182,2025-198N,65504,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.5941136208076659,475.5,LEO
STARLINK-35072,2025-198P,65505,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35184,2025-198Q,65506,PAY,+,US,2025-09-05,AFETR,,94.1,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35163,2025-198R,65507,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,475.0,,,EA,ORB,0.5941136208076659,475.5,LEO
STARLINK-35119,2025-198S,65508,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35168,2025-198T,65509,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
STARLINK-35122,2025-198U,65510,PAY,+,US,2025-09-05,AFETR,,94.11,53.16,476.0,474.0,,,EA,ORB,0.5941136208076659,475.0,LEO
